"source","name","year","rank","round","height","weight","school","college_abbreviation","pros","cons","verdit","pre_draft_analysis","post_draft_analysis","ranking","player_score","position","grade","pts_total","pts_per40","reb_total","reb_per40","ast_total","ast_per40","efg","fga","stl_total","stl_per40","blk_total","blk_per40","tpt","tpa","ft","fta","ts","ts_att","main_selling_point","age","wingspan","standing_reach","similar_player","profile","analysis","projection","date_of_birth","hometown","high_school","rebounding","potential","post_skills","intangibles","international_team","athleticism","size","defense","strength","quickness","leadership","jumpshot","nba_ready","mock_draft_rank","big_board_rank","overall_rank"
"ESPN","RJ Barrett",2019,NA,NA,NA,NA,"Duke","DUKE","Has prototypical size, length and frame for an NBA wing at 6-foot-7 with a 6-10 wingspan at 208 pounds. Unique athlete in terms of coordination, fluidity, body control and quickness. Plays at different speeds. - Has evolved over his career into a ballhandling guard who is comfortable as a primary creator and facilitator. At his best in the open court, but is also a very capable option in pick-and-roll and isolation situations. Uses his size and high basketball IQ to see over the top of defenses and deliver pinpoint passes. He's also a solid shooter off the dribble. Incisive driver who uses his strong frame to get into the paint, initiate contact, finish from awkward angles and get to the free throw line at a prolific rate. - Has an alpha-dog mentality and wants to win at all costs. Plays with a laser focus and is not afraid of big moments. Competitor who plays with toughness and physicality. Won't turn 19 until the week of the draft. ","Improved shooter, but still made only 31 percent of his 3s this season and 67 percent of his free throw attempts. Doesn't have the most natural shooting stroke -- jumper looks rigid and flat at times, leading to bad misses. - Not a very efficient overall scorer. Very left-hand dominant. Killer mentality, aggressiveness get the best of him at times. Shot-selection and decision-making were questionable at times as a freshman, especially in late-game situations. Lack of shooting around him at Duke made it easier for opposing defenses to accentuate his weaknesses. - Shows great potential at times defensively, but isn't consistent enough in this area. Full scouting report ",NA,NA,"The Knicks didn't seem completely sold on this pick from day one -- like New Orleans and Memphis were at 1-2 -- but they eventually settled in on the idea of drafting RJ Barrett, which seems like a match made in heaven. Barrett's shot-creation prowess, scoring instincts, killer mentality and willingness to embrace the spotlight should allow him to emerge as a Rookie of the Year candidate and eventual franchise player for the Knicks, who still have quite a bit of work left to do in their rebuilding process.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","De'Andre Hunter",2019,NA,NA,NA,NA,"Virginia","UVA","Strong measurements for a combo forward prospect at 6-foot-8, 227 pounds with a 7-2 wingspan. - Arguably the best defender in college basketball. Often tasked with guarding the other team's best player, be it a point guard or power forward. Has impressive technique containing opposing ball handlers off the dribble, as well as switching onto big men inside the paint with his strong frame and terrific physicality. Extremely active and aware off the ball. - Scored both prolifically (21.3 points per 40 minutes pace adjusted) and efficiently (61 percent true shooting percentage) in college. Impacts winning at a high level. Brings terrific toughness and versatility at a position that is rare and important in modern basketball. ","Good, not great, athlete. Lacks a degree of quick-twitch explosiveness for a potential top-five pick. - How does he score consistently in the NBA? Made only 67 3s in 71 games in college. Doesn't have the most natural shooting stroke and appeared to lose confidence in his jumper at times. Straight-line driver who looks clunky trying to create offense at times and doesn't do a great deal of facilitation for others. - Second-oldest player projected to be picked in the top 20. Does he have enough long-term upside to warrant being a top-five pick considering his age and limitations with athleticism and scoring? Full scouting report ",NA,NA,"The Hawks traded up to No. 4 to select De'Andre Hunter here.  The Hawks have targeted De'Andre Hunter every step of the way, according to all indications we've received, supposedly being the only team to work him out privately, right after he skipped out on the NBA draft combine. Atlanta was aggressively trying to trade up to ensure it got him, eventually using its huge stable of picks to get a deal done with New Orleans. Hunter's maturity, defensive versatility, 3-point shooting, national championship experience and strong frame should make him ready to step in from day one alongside Trae Young, John Collins and Kevin Huerter. Having so many offensive weapons around him means Hunter shouldn't have to shoulder too heavy of an offensive burden, which is one of his biggest downsides.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Darius Garland",2019,NA,NA,NA,NA,"Vanderbilt","VAN","High-level pull-up shooter with deep range who can get to his shot at will out of pick-and-roll or isolations thanks to his ball-on-a-string handle and polished footwork. Creates space with step-back jumpers in either direction. Live feet with quick-twitch athleticism. Comfortable shooting off the catch as well, sprinting off screens or hopping into 3s out of handoffs. Allows for more lineup versatility with his ability to play off the ball offensively. Clean, simple mechanics with a quick release. - Plays off the threat of his jumper to get into the lane. Shifty ball handler. Good feel for when and how to change speeds and directions. Tough to keep in front in the half court. Not a great finisher yet but shows potential with floaters and creative scoops. Has passing instincts when he breaks down the defense. Has shown he can hit the roll man or find shooters after the defense collapses. - Competitive with strong intangibles. Has the quickness and instincts to develop into a solid one-position defender as his frame fills out. ","Still evolving as a facilitator. A little too trigger-happy from 3 at times. Although he had little help, finished his freshman season with 13 assists and 15 turnovers in 139 minutes. Scoring is ahead of his passing right now. - Struggles to finish in traffic against length and contact. Not a physically imposing prospect or a threat to go up and finish above the rim. Has to rely on finesse and creativity, of which he's shown glimpses. - Lacks a degree of defensive upside. Quick hands and feet but might struggle early in his career against more powerful guards. How will he hold up against switches? Coming off an MCL injury that sidelined him for most of his freshman campaign. Full scouting report ",NA,NA,"On paper, the fit between Darius Garland and last year's top-10 pick, Collin Sexton, doesn't look seamless. Both players stand 6-foot-3 or shorter with lean frames, and both need the ball in their hands to be successful. However, teams have made a mistake in the past by picking for need over talent, especially at this stage of the draft. Garland has a strong case to be considered the fourth-most talented player in this class. There have been some rumblings about how much teammates at Alabama and Cleveland liked playing with Sexton, and he still has things to prove as a facilitator to show that he is indeed the long-term building block at point guard. In the meantime, the Cavaliers will play a Trail Blazers-style backcourt with plenty of shooting and pick-and-roll prowess. And the Cavs very likely will be right back here in Brooklyn picking at a similar slot next year, as they are at a very early stage of their rebuilding process.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Jarrett Culver",2019,NA,NA,NA,NA,"Texas Tech","TTU","Prototypical size with a great frame. Strong legs. Above-average straight-line athlete who can play above the rim in space or change speeds going to his right. Physical around the rim. Doesn't shy away from contact. Should look more explosive to the rim with NBA spacing. - Shot creator who can generate offense for himself or others from all over the floor. Played a fair amount of point guard for Tech. Can make pick-and-roll pull-ups, get to the rim against drop coverages or make most basic ball-screen passes. Loves to operate out of the mid-post. Can get to turnarounds or short pull-ups, where he's most comfortable. - Two-way potential. Strong defensive fundamentals and tools. Should be able to check positions 1-3 at the NBA level. Will stick his nose in and defensive rebound. Praised for his work ethic. Young for a sophomore. ","Inconsistent shooter who overhauled his mechanics between his freshman and sophomore seasons. Shot well under 30 percent from 3 the last 25 games after a hot start. Unnatural pause near the top of his release. Shoots on the way down at times. Much more comfortable off the dribble than the catch. Turns down open spots for contested pull-ups. How effective will he be playing off the ball early in his career if he goes into a shooting slump? Will the team that drafts him be willing to hand over the ball and allow him to generate offense as a rookie? - Not the shiftiest ball handler. More of a straight-line athlete. Lacks a degree of wiggle. Struggles to get by elite defenders in the half court, largely due to his shaky 3-ball and lack of creativity with his handle. Can he generate enough high-percentage offense against NBA defenders? Shot much better against bad teams. - Offensive confidence and defensive physicality tend to fluctuate more than his reputation suggests. Went into a major slump in Tech's last three tournament games. Prone to occasional defensive lapses. Average length. Full scouting report ",NA,NA,"The Timberwolves traded up to No. 6 to select Jarrett Culver here.  Minnesota didn't have to give up too much to move from 11 to 6, and the Timberwolves should like the fit of Jarrett Culver with their existing backcourt of Jeff Teague and Tyus Jones -- which should allow them to ease the Texas Tech product into playing both guard spots. Setting a culture is often the first thing a new NBA executive tries to do, and recently hired Timberwolves general manager Gersson Rosas will like the toughness, versatility and basketball IQ that Culver brings to the table.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Coby White",2019,NA,NA,NA,NA,"North Carolina","UNC","Energetic scoring guard who can fill it up in a hurry. Puts relentless pressure on the rim in transition, pushing aggressively after made baskets (30.7 percent of his offense came in the open court). Fast with positional size and the ability to pull up or get all the way to the rim. Doesn't shy away from contact. Extremely confident. Plays with spirit and a high motor. - Shotmaker with deep range both off the catch and the dribble (3.3 made 3s per 40). Ranked in the 93rd percentile on catch-and-shoot jumpers. Catches on the hop. Quick trigger with simple mechanics. Despite lack of pull-up efficiency, more than capable of creating space with step-backs. Pull-up potential makes him a threat in pick-and-roll. Great at splitting ball screens. - Made strides as a passer over the course of the season. Has some creativity when he chooses to unleash it, especially in space. Praised for his intangibles and approach. Could be a serviceable defender in the right environment. ","Wild decision-maker. Frenetic pace works for and against him (19.1 turnover percentage in transition). Knows only one speed. Still learning how to run a team in the half court. Will fire contested step-backs early in the possession. Doesn't always see the simple plays out of pick-and-roll. Has a tendency to over-dribble. Struggles with aggressive ball pressure. How much of his stellar production was a product of having the ultimate green light in UNC's up-tempo system? - More streaky of a shooter than you'd hope. Low release point makes him easier to contest. Finished in the 27th percentile on pull-ups on 116 attempts. Career 34.9 percent 3-point shooter on 393 attempts. - Lacks ideal length with a negative wingspan and small hands. Shows glimpses defensively but wasn't a consistent factor on or off the ball as a freshman. Lack of length limits him around the rim as well, especially because he's more quick than bouncy. Needs to add a floater. Full scouting report ",NA,NA,"Chicago has a glaring hole at point guard and will be happy to see the draft's fourth-best guard sitting here at 7. Despite the fit, it's possible this could be viewed as somewhat of a reach down the road. No prospect in this draft was better positioned to succeed than Coby White at North Carolina, considering the situation he was in, but things might be a little different in the NBA. Nevertheless, the Bulls likely will put the ball in White's hands early and often, which should help his transition to the NBA, although efficiency might be an issue in the short term. Adding more shot creation to the roster -- something the Bulls reportedly are exploring with veteran point guards -- and being able to take advantage of White's deadly spot-up shooting might be beneficial to his growth.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Jaxson Hayes",2019,NA,NA,NA,NA,"Texas","TEX","Excellent physical profile at 7-foot with a 7-3 wingspan and a huge standing reach. Big hands. Terrific frame that will continue to fill out. Fluid athlete who is highly coordinated and quick off his feet finishing lobs or protecting the rim. Beats opposing big men down the court regularly. Lauded for his off-court intangibles and should continue to make significant strides physically and skill-wise as he gains experience. - Ranked as the second most efficient scorer in college basketball with a 75 percent true shooting percentage. Catches and dunks everything. Mobility, reach, reliable hands and soft touch make him an ideal pick-and-roll finishing option. Knows who he is offensively and is comfortable in his role. Made 74 percent of his free throw attempts. - Second-best shot-blocker in college basketball among likely draft picks. Shows some agility and coordination stepping outside of the paint in ball-screen situations. Mobile enough to recover and make plays at the rim when beat. ","Struggled to stay on the floor at times for Texas due to foul trouble (six fouls per 40 minutes). - Lacks a degree of physicality on the defensive glass. Averaged only 8.9 rebounds per 40. Game moves a little too fast for him at times. Generated only one assist every 83 minutes played, by far the worst rate among likely draft picks. - Will need to add strength. Likely will need time to adjust to the speed and physicality of the NBA game. Full scouting report ",NA,NA,"The Pelicans traded down to No. 8 to select Jaxson Hayes here. New Orleans was set to go into the season with only Jahlil Okafor under contract at center, which certainly would not have been ideal. That prompted the Pelicans to select the player most people viewed as the top center prospect in the draft, Jaxson Hayes, who will immediately make the New Orleans frontcourt one of the most athletic in the NBA. An extremely late bloomer who didn't even start in high school until his senior year, Hayes will need time to build up his frame, learn the nuances of NBA defenses and find more ways to score (outside of being spoon-fed dunks). However, David Griffin and the Pelicans have nothing but time on their hands, and they can afford to be patient with his development.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Rui Hachimura",2019,NA,NA,NA,NA,"Gonzaga","GONZ","Elite physical profile for a modern forward with a chiseled, powerful 234-pound frame, long arms and huge hands. Finishes through contact, converting 25 and-1s through 37 games. Generated 7.9 free throws per 40 minutes last season. Can finish above the rim in space thanks to his length and hand size. - Mismatch scorer who can take more traditional bigs onto the perimeter and wings onto the block. Shot a career-best 41.7 percent from 3 on 36 attempts as a junior. At his best pulling up for mid-range jumpers. Can attack in a straight line with physicality. Quick and powerful in the mid-post. - Has the tools to be a sound defender given his length, agility and overall size. High-intangible prospect noted for his work ethic and eagerness to learn. Still has untapped potential despite his age. Can his perimeter game blossom with more freedom and space in the NBA? ","Mediocre feel for the game. Finished with more turnovers than assists every season at Gonzaga. Head-down ball-handler who misses open teammates. Predetermined with his moves. Had a 73.0 true shooting percentage (TS%) against losing teams and a 61.7 TS% against winning teams. - Reluctant 3-point shooter. Shoots a flat ball with his hand on top at times. Although he has good touch inside the arc and has improved throughout the pre-draft process, there are no guarantees that his jumper is totally projectable in live action. Took more pull-ups than catch-and-shoot jumpers as a junior. Career 30.9 percent from 3 on 162 attempts. - Not the defender his tools suggest. Upright in his stance on the perimeter. Struggled to keep wings and guards in front during the season. Off-ball instincts have room to improve. Full scouting report ",NA,NA,"The Wizards don't have much depth at the power forward position, and they should be able to offer Rui Hachimura -- at 21, one of the older players to be selected in the first round -- immediate playing time, thanks to his physical tools, scoring instincts and aggressiveness.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Cam Reddish",2019,NA,NA,NA,NA,"Duke","DUKE","Elite physical profile. Looks like an NBA All-Star on first glance. Has the dimensions of a power forward but has played all of the perimeter positions throughout his career, giving him unique lineup versatility in the modern game. Smooth, fluid athlete with a frame that will continue to fill out impressively in time. - Dynamic shooter who makes jumpers pulling up off the dribble, with his feet set and running off screens. Strong mechanics, footwork and rotation. Ranked fourth among projected draft picks in terms of quantity of 3-pointers made per minute. - Tantalizing prospect in terms of pure talent and long-term upside. Shows incredible flashes as a ball handler, passer and defender. ","Teases his actual productivity. Wasn't an impactful or efficient player at the college level. Ranked last among projected draft picks in PER (13.8). Shot just 39 percent from 2-point range, a historically poor rate. Disappeared in many key games for Duke. Mysteriously sat out an NCAA tournament game. - Lacks a degree of explosiveness athletically in terms of his ability to get by defenders and finish with verticality around the rim. Not a physical player on either end of the floor. Effort level, focus and confidence fluctuate. - Stroke looks good mechanically, but has been extremely inconsistent throughout his career. Hit only 33 percent of his 3s at Duke. Career 32 percent 3-point shooter in 510 attempts overall, according to our scouting database. Full scouting report ",NA,NA,"The Hawks continue to add multi-positional forwards to the roster after drafting De'Andre Hunter with the fourth pick. Cam Reddish's talent is undeniable, and at this stage in the draft, that makes him worth taking a flier on, especially since he won't be called upon to do too much in terms of shot creation, which should accentuate his strengths. Reddish and Hunter form an intriguing forward combination, and they are excellent fits alongside the pick-and-roll passing prowess of Trae Young -- all of which should generate quite a few open looks.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Cameron Johnson",2019,NA,NA,NA,NA,"North Carolina","UNC","Nice size for a wing. Not physically imposing but at least has the positional size to develop into a decent space defender. Had some success gapping and contesting guards and wings, as opposed to bodying up more physical forwards. - The best shooter in the draft, knocking down 40.3% of his career 3s on 630 attempts. Outstanding shot preparation. Can catch on the hop or 1-2 step into shots. Hands and feet always ready. Great balance. One of the quickest releases in basketball. Simple, compact mechanics. Can shoot off screens. Capable of knocking down a one- or two-dribble pull-up if run off his spots. Has mid-post turnarounds over either shoulder.- Mature, productive player who can have an impact right away. Knows how to play. Doesn't need many dribbles to contribute offensively. Can pass out of quick actions. Understands his role. Smart getting out in transition. ","Lacks a degree of physicality and toughness. Struggles to defend more physical forwards. Still has a ways to go on the defensive end of the floor. Not the most intense rebounder in traffic. - What does he do for you when he's not making shots? Limited pick-and-roll ball handler. Not going to generate much offense. Impressive career shooting percentages, but is his 34.1% from 3 as a junior something to keep an eye on? Was a shooter who didn't always make big shots prior to his senior season. - Not the most physical or explosive finisher. Small hands. Frail frame. Below-the-rim guy in traffic. Doesn't finish well through contact. Gets knocked off his spots easily. Averaged only 3.2 free throw attempts per 40 minutes during his collegiate career. One of the oldest players in the draft. Full scouting report ",NA,NA,"The Suns traded down to No. 11 to select Cameron Johnson here. The Suns made the first truly shocking move of the night by reaching significantly for the oldest player in the draft in UNC's 23-year-old Cameron Johnson. Johnson was not one of the 24 players invited to sit in the NBA draft green room, and there was some talk that he might fall to the second round, prompting us to drop him on draft day from the early 20s to the last pick in the first round in our projections. Ignoring the shock value of the Suns dropping from 6 to 11 to take Johnson, while only picking up Dario Saric, there are some things to like about Johnson's size, shooting, and ability to come off screens. History will judge whether the Suns got enough value here or whether they could have dropped down 10 spots or so and picked up other assets.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","PJ Washington",2019,NA,NA,NA,NA,"Kentucky","UK","Not particularly tall at 6-8 in shoes, but has a chiseled frame, big hands, a 7-3 wingspan and an 8-11 standing reach that should allow him to see minutes as a small-ball center. Fairly quick off his feet and has solid explosiveness off two feet. - Developed into a versatile offensive player in his sophomore season, converting 42% of his 3-point attempts and 55% of his 2s. Was utilized in a variety of ways at Kentucky -- both facing and with his back to the basket, playing as a pick-and-roll finisher and moving off the ball in open spaces. Creative finisher with good hands and touch. - Can make an impact as a defender and rebounder thanks to his length and improved conditioning and activity level. Showed a lot of toughness by playing through injury in the NCAA tournament. Ticks quite a few boxes on both ends of the floor. Has a high floor. ","Awareness is average on both ends of the floor. Not a great passer -- posted a negative assist-to-turnover ratio. Split-second late rotating and making decisions defensively at times. Didn't always play with a consistent motor earlier on in his career. - Shot the ball well as a sophomore (33-of-78 from 3) but that was on a small sample size and an outlier compared to the rest of his career. Made just 63% of his free throws in college.- Spent nearly the entire pre-draft process in a boot after injuring his foot and playing through injury in the tournament. Well-known player to teams, but inability to conduct private workouts may not be ideal. Full scouting report ",NA,NA,"Charlotte has a need at the power forward position, with much of its frontcourt depth being diminished a year from now. This made drafting one of the safer prospects in the draft, PJ Washington, attractive here. Washington can play either the power forward or center positions with his strong frame, long arms and ability to step outside and make 3-pointers. He looks like a solid building block for the Hornets to add to their roster at this stage of the draft.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ESPN","Tyler Herro",2019,NA,NA,NA,NA,"Kentucky","UK","Solid positional size for a combo guard at 6-6 in shoes despite short arms. Decent frame at 192. Scrappy defender who shows an impressive competitive level on and off the ball. - High-level shooter who can fill it up out of a variety of actions, especially off the dribble. Can hop or 1-2 into pull-up 3s. Capable of creating space with step-backs. Great elevation and balance. Catches on the hop in transition. Can sprint off screens or into handoffs. Shot 93.5% from the free throw line as a freshman. Picturesque shooting stroke. - Has offensive upside beyond shooting. Played some PG at the prep level. Comfortable in second-side pick-and-roll. Can make basic reads out of pin-downs or ball screens. Changes speeds to get into his pull-ups. Has touch on floaters. ","Lacks a degree of defensive upside. Likely at his best guarding point guards in the NBA given his wingspan. Good but not great feet. Struggled with quicker guards like Jared Harper at the collegiate level. Will have to get by on feel and toughness in the NBA. - Live-dribble game and finishing package are still developing. Made only 24 shots at the rim in the half-court in 37 games. Shot under 50% at the rim and generated only 3.1 free throws per 40 minutes. Has a floater but lacks deceptive finishes. Not overly explosive as a leaper and doesn't get great extension. - Given his role as a shot-maker, you'd like to see him knock down more than 35.5% of his 3s once he gets to the NBA. Looks much more comfortable off the dribble, as he ranked in the 47th percentile on catch-and-shoot jumpers (and only the 25th percentile when contested). Full scouting report ",NA,NA,"Miami's backcourt is highly unsettled from a long-term perspective, which makes drafting a combo guard such as Tyler Herro an attractive proposition. His ability to play off the likes of Josh Richardson and Justise Winslow with his deadly jump shot should allow Herro to get on the court early in his career. As he continues to mature, Herro should be able to develop into more of a ball handler and playmaker, as he has significant potential operating in the pick-and-roll, shooting off the dribble and creating for others.  -- Jonathan Givony",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
