source,name,year,rank,round,date_of_birth,age,current_team,league,scouting_report,team_fit,likely_to_play,position,city,team,analysis
NHL.com,Brayden Yager,2023,NA,NA,NA,NA,NA,WHL,"Yager (5-11, 170) was second on Moose Jaw with 78 points (28 goals, 50 assists) in 67 regular-season games and finished second on the team in the Western Hockey League playoffs with 16 points (six goals, 10 assists) in 10 games. He was awarded the Brad Hornung Memorial Trophy as the most sportsmanlike player in the WHL after he had 14 penalty minutes during the regular season. The 18-year-old improved his playmaking ability to complement his powerful shot, is responsible in all three zones and won 52.4 percent of his face-offs (613-for-1,169).   NHL.com analysis: Yager is a strong, quick skater and a puck hound with a dynamic shot. He needs to get stronger, but the upside is a top-line center that can make players around him better. It's imperative for the Penguins to find centers that can eventually replace Sidney Crosby and Evgeni Malkin, and Yager has the potential to develop into a strong top-six player.  ",NA,NA,C,Moose Jaw,Pittsburgh Penguins,"Yager is a strong, quick skater and a puck hound with a dynamic shot. He needs to get stronger, but the upside is a top-line center that can make players around him better. It's imperative for the Penguins to find centers that can eventually replace Sidney Crosby and Evgeni Malkin, and Yager has the potential to develop into a strong top-six player."
NHL.com,Matthew Wood,2023,NA,NA,NA,NA,NA,NCAA,"Wood (6-foot-4, 197) led Connecticut with 34 points (11 goals, 23 assists) and 102 shots on goal in 35 games, and the 18-year-old was the youngest player in NCAA Division I men's hockey this season. He also helped Canada win the bronze medal at the 2023 IIHF World Under-18 Championship with team-highs in goals (seven) and points (13) in seven games.   NHL.com analysis: Incoming Predators general manager Barry Trotz said he wanted his scouts to ""take some high-end swings on some guys,"" and Wood might have the highest ceiling of any prospect selected in the first round. His size and skill make him one of the best players below the dots in this draft class. He'll likely spent at least one more season in college but he projects to be a top-line power forward.  ",NA,NA,RW,Connecticut,Nashville Predators,"Incoming Predators general manager Barry Trotz said he wanted his scouts to ""take some high-end swings on some guys,"" and Wood might have the highest ceiling of any prospect selected in the first round. His size and skill make him one of the best players below the dots in this draft class. He'll likely spent at least one more season in college but he projects to be a top-line power forward."
NHL.com,Samuel Honzek,2023,NA,NA,NA,NA,NA,WHL,"Honzek (6-3, 195) had 56 points (23 goals, 33 assists) in 43 games in his first season in the Western Hockey League after leaving his native Slovakia. The 18-year-old is considered a versatile forward who can play all situations. He played two games for Slovakia at the 2023 IIHF World Junior Championship but sustained a skate cut to his left calf that sidelined him for two months. Despite that, he finished the season with 13 points (six goals, seven assists) in 12 regular-season games and four points (one goal, three assists) in four WHL playoff games, and also tested well at the 2023 NHL Scouting Combine presented by adidas.   NHL.com analysis: Honzek's strength and hockey IQ stood out this season, his first in the Western Hockey League after coming over from his native Slovakia. He can make plays off the rush and use his big body to hold off defenders to create time and space to use his quick, heavy shot. Were it not for the skate cut to his left calf that sidelined him for almost two months, he might have gone even earlier. Honzek projects to be a dynamic power forward with a shot that can beat goalies form a distance.  ",NA,NA,LW,Vancouver,Calgary Flames,"Honzek's strength and hockey IQ stood out this season, his first in the Western Hockey League after coming over from his native Slovakia. He can make plays off the rush and use his big body to hold off defenders to create time and space to use his quick, heavy shot. Were it not for the skate cut to his left calf that sidelined him for almost two months, he might have gone even earlier. Honzek projects to be a dynamic power forward with a shot that can beat goalies form a distance."
NHL.com,Axel SandinPellikka,2023,NA,NA,NA,NA,NA,SWE-JR,"Sandin Pellikka (5-11, 180) had 36 points (16 goals, 20 assists) in 31 games in Sweden's junior league. The 18-year-old right-handed shot also made his Swedish Hockey League debut this season with five points (two goals, three assists) and an average ice time of 8:34 in 22 games. Sandin Pellikka was second among defensemen at the 2023 IIHF World Under-18 Championship with 11 points (two goals, nine assists) in seven games to help Sweden win the silver medal.   NHL.com analysis:After shoring themselves at center with Danielson, the Red Wings add arguably the most offensively gifted defenseman in the draft. Adding Sandin Pellikka's offensive gifts to a defense corps that already includes emerging stars Simon Edvinsson and Moritz Seider is another outstanding building block. Sandin Pellikka still needs to get stronger and more adept in defending, but he projects to be a top-pair right-shot defenseman who can run a power play whenever he comes to the NHL.  ",NA,NA,D,Skelleftea Jr.,Detroit Red Wings,"After shoring themselves at center with Danielson, the Red Wings add arguably the most offensively gifted defenseman in the draft. Adding Sandin Pellikka's offensive gifts to a defense corps that already includes emerging stars Simon Edvinsson and Moritz Seider is another outstanding building block. Sandin Pellikka still needs to get stronger and more adept in defending, but he projects to be a top-pair right-shot defenseman who can run a power play whenever he comes to the NHL."
NHL.com,Colby Barlow,2023,NA,NA,NA,NA,NA,OHL,"Barlow (6-0, 195) can beat defenders with his speed or strength in shielding them off 1-on-1 in tight quarters. He also can handle physical play along the boards and could develop into a top-nine forward at the NHL level. The 18-year-old led Owen Sound with 79 points (46 goals, 33 assists), 13 power-play goals and 12 game-winning goals in 59 games as captain and received the Bobby Smith Trophy, awarded to the Ontario Hockey League's scholastic player of the year. Barlow also led Owen Sound with three goals on nine shots in four OHL playoff games.   NHL.com analysis:The Jets appear to be going through some changes, with Pierre-Luc Dubois traded to the Los Angeles Kings and questions surrounding the future of Blake Wheeler and Mark Scheifele. But Barlow is a dynamic goal-scorer with a shot reminiscent of Buffalo Sabres forward Jeff Skinner. And he was a rare 18-year-old captain in Owen Sound this season, showing what teammates and coaches think of his leadership ability and character.  ",NA,NA,LW,Owen Sound,Winnipeg Jets,"The Jets appear to be going through some changes, with Pierre-Luc Dubois traded to the Los Angeles Kings and questions surrounding the future of Blake Wheeler and Mark Scheifele. But Barlow is a dynamic goal-scorer with a shot reminiscent of Buffalo Sabres forward Jeff Skinner. And he was a rare 18-year-old captain in Owen Sound this season, showing what teammates and coaches think of his leadership ability and character."
NHL.com,Oliver Moore,2023,NA,NA,NA,NA,NA,NTDP,"Moore (5-11, 195) had 75 points (31 goals, 44 assists) in 61 games, and nine points (four goals, five assists) in seven games to help the United States win a gold medal at the 2023 IIHF World Under-18 Championship. The 18-year-old is regarded as the fastest skater in the 2023 draft class and can play center or wing. He will play at the University of Minnesota next season.   NHL.com analysis:After taking the best player in the draft Bedard, they add the best skater in the draft with Moore. The University of Minnesota-bound center is a burner with skill similar to Detroit Red Wings center Dylan Larkin. With Bedard and Moore, the Blackhawks have established a strong foundation through the middle.  ",NA,NA,C,USA U-18,Chicago Blackhawks,"After taking the best player in the draft Bedard, they add the best skater in the draft with Moore. The University of Minnesota-bound center is a burner with skill similar to Detroit Red Wings center Dylan Larkin. With Bedard and Moore, the Blackhawks have established a strong foundation through the middle."
NHL.com,Eduard Sale,2023,NA,NA,NA,NA,NA,CZE,"Sale (6-2, 175) had 14 points (seven goals, seven assists) in 43 games and was named rookie of the year in Extraliga, the top men's professional league the Czech Republic. The 18-year-old also had six points (one goal, five assists) in seven games to help Czechia win the silver medal at the 2023 IIHF World Junior Championship, and six points (four goals, two assists) in five games at the 2023 IIHF World Under-18 Championship.   NHL.com analysis:After selecting centers Matty Beniers and Shane Wright in the first round in their first two drafts, the Kraken opt for a high-skill wing to go with them. Sale was rookie of the year in the top Czech men's professional league and has high-end puck skills and a high hockey IQ that will allow him to develop into a top option for the power play and penalty kill.  ",NA,NA,LW,Brno,Seattle Kraken,"After selecting centers Matty Beniers and Shane Wright in the first round in their first two drafts, the Kraken opt for a high-skill wing to go with them. Sale was rookie of the year in the top Czech men's professional league and has high-end puck skills and a high hockey IQ that will allow him to develop into a top option for the power play and penalty kill."
NHL.com,Charlie Stramel,2023,NA,NA,NA,NA,NA,NCAA,"Stramel (6-3, 222) had 12 points (five goals, seven assists) in 33 games as a college freshman, and had three assists in seven games to help the United States win the gold medal at the 2023 IIHF World Junior Championship. Though the 18-year-old didn't have the scoring totals that were expected, some of that could have been because of Wisconsin's struggles this season. Stramel's size and athleticism were impressive even in a down season.   NHL.com analysis: The Wild need have great talent on the wing with Kirill Kaprizov and Matt Boldy in their prime, but they lack the kind of centers that could get the most out of them; Ryan Hartman and Joel Eriksson Ek are solid options but better suited to be lower in the lineup. Stramel didn't score like he might have expected as a freshman at Wisconsin this season, but that could have been part of the Badgers' struggles as a team this season. But he has the size, skating and skill to make a mark as a top-line power center.  ",NA,NA,C,Wisconsin,Minnesota Wild,"The Wild need have great talent on the wing with Kirill Kaprizov and Matt Boldy in their prime, but they lack the kind of centers that could get the most out of them; Ryan Hartman and Joel Eriksson Ek are solid options but better suited to be lower in the lineup. Stramel didn't score like he might have expected as a freshman at Wisconsin this season, but that could have been part of the Badgers' struggles as a team this season. But he has the size, skating and skill to make a mark as a top-line power center."
NHL.com,Oliver Bonk,2023,NA,NA,NA,NA,NA,OHL,"Bonk (6-1, 180) had 40 points (10 goals, 30 assists) in 67 regular-season games and 11 assists in 21 playoff games to help London reach the Ontario Hockey League final. He also played at the CHLNHL Top Prospects Games on Jan. 25, and had a plus-1 rating for Team White while playing most of the game against Team Red's top forwards. The 18-year-old right-handed shot is the son of retired NHL forward Radek Bonk.   NHL.com analysis: Bonk projects to be a top-four right-shot defenseman who can play on the power play and penalty kill. He joins a group of defenseman prospects that includes Emil Andrae, Ronnie Attard, Adam Ginning and Ethan Samson, but Bonk brings an edge to go with high-end hockey sense and skill. The Flyers likely are envisioning a future top pair of Cam York and Bonk.  ",NA,NA,D,London,Philadelphia Flyers,"Bonk projects to be a top-four right-shot defenseman who can play on the power play and penalty kill. He joins a group of defenseman prospects that includes Emil Andrae, Ronnie Attard, Adam Ginning and Ethan Samson, but Bonk brings an edge to go with high-end hockey sense and skill. The Flyers likely are envisioning a future top pair of Cam York and Bonk."
NHL.com,Gabriel Perreault,2023,NA,NA,NA,NA,NA,NTDP,"Perreault (5-11, 163) set the USA Hockey National Team Development Program record with 132 points (53 goals, 79 assists) in 63 games, topping the record set by Auston Matthews (117 points) in 2014-15. The 18-year-old also led the NTDP Under-18 team in goals and assists, including a team-leading 42 points (21 goals, 21 assists) in 22 games against NCAA competition. He also had 18 points (five goals, 13 assists) in seven games to help the United States win the 2023 IIHF World Under-18 Championship. His father, Yanic Perreault, played 14 NHL seasons and his brother, Jacob Perreault, is an Anaheim Ducks forward prospect.   NHL.com analysis:Where the Rangers are stacked at left wing in the NHL with Chris Kreider, Artemi Panarin and Alexis Lafreniere, as well as top prospect Brennan Othmann, they don't have a lot of depth on the right side, which makes Perreault a smart choice. He has elite hockey sense that he'll continue to hone for at least a season or two at Boston College.  ",NA,NA,RW,USA U-18,New York Rangers,"Where the Rangers are stacked at left wing in the NHL with Chris Kreider, Artemi Panarin and Alexis Lafreniere, as well as top prospect Brennan Othmann, they don't have a lot of depth on the right side, which makes Perreault a smart choice. He has elite hockey sense that he'll continue to hone for at least a season or two at Boston College."
NHL.com,Tanner Molendyk,2023,NA,NA,NA,NA,NA,WHL,"Molendyk (5-11, 181) had 37 points (nine goals, 28 assists) and was a plus-31 in 67 regular-season games and eight points (three goals, five assists) in 18 Western Hockey League playoff games. The 18-year-old also had an assist for Team White at the 2023 CHLNHL Top Prospects Game on Jan. 25. Scouts have been impressed by his skating and offensive instincts.   NHL.com analysis: The Predators need to add young defensemen to their prospect group and Molendyk has the speed and skill to develop into a first-unit power-play quarterback. Though his offensive game is what will get him to the NHL, Molendyk's defensive game is solid. He's the first defenseman Nashville has selected in the first round since Dante Fabbro (No. 17) in the 2016 NHL Draft.  ",NA,NA,D,Saskatoon,Nashville Predators,"The Predators need to add young defensemen to their prospect group and Molendyk has the speed and skill to develop into a first-unit power-play quarterback. Though his offensive game is what will get him to the NHL, Molendyk's defensive game is solid. He's the first defenseman Nashville has selected in the first round since Dante Fabbro (No. 17) in the 2016 NHL Draft."
NHL.com,Otto Stenberg,2023,NA,NA,NA,NA,NA,SWE-JR,"Stenberg (5-11, 185) led Sweden with 16 points (seven goals, nine assists) in seven games at the 2023 IIHF World Under-18 Championship to help them win the silver medal. The 18-year-old had 26 points (11 goals, 15 assists) in 29 games in Sweden's junior league and made his Swedish Hockey league debut with three points (one goal, two assists) in 23 games with Frolunda. An outstanding leader with a propensity to come up big in clutch situations, Stenberg can play wing or center.   NHL.com analysis:After taking Dvorsky at No. 10, the Blues select another center in Stenberg, who broke out at the World Under-18s and is considered a smart, skilled player who has been a leader on every team he's played for. Whether Dvorsky or Stenberg eventually play on the wing or in the middle, the Blues have done a great job building their forward depth with the first two of their three first-round picks.  ",NA,NA,C,Frolunda Jr.,St. Louis Blues,"After taking Dvorsky at No. 10, the Blues select another center in Stenberg, who broke out at the World Under-18s and is considered a smart, skilled player who has been a leader on every team he's played for. Whether Dvorsky or Stenberg eventually play on the wing or in the middle, the Blues have done a great job building their forward depth with the first two of their three first-round picks."
NHL.com,Quentin Musty,2023,NA,NA,NA,NA,NA,OHL,"Musty (6-1, 200) finished second on Sudbury with 78 points (26 goals, 52 assists) in 53 regular-season games. The 17-year-old was invited to the 2023 Kubota CHLNHL Top Prospects Game in January but didn't play because of an injury. Musty is a playmaker with a good shot but needs to improve his defensive game and consistency.   NHL.com analysis:The Sharks continue to bolster their deep pool of prospects at forward with Musty, a power forward who skates well and can be elusive with the puck in transition. With Smith and Musty, the Sharks did well adding two forwards who project to be game-breaking top-six players.  ",NA,NA,LW,Sudbury,San Jose Sharks,"The Sharks continue to bolster their deep pool of prospects at forward with Musty, a power forward who skates well and can be elusive with the puck in transition. With Smith and Musty, the Sharks did well adding two forwards who project to be game-breaking top-six players."
NHL.com,Calum Ritchie,2023,NA,NA,NA,NA,NA,OHL,"Ritchie (6-2, 184) was third among Oshawa players with 59 points (24 goals, 35 assists) in 59 games, and won 53.0 percent of his face-offs (413-for-779). The 18-year-old also had nine points (three goals, six assists) in seven games to help Canada win the bronze medal at the 2023 IIHF World Under-18 Championship. He had surgery after the tournament to repair a shoulder injury he sustained playing at the Hlinka Gretzky Cup in August, but is expected to ready well before training camp begins.   NHL.com analysis:The Avalanche's biggest need last season was a second-line center, and they might have found a player who can develop into that role in Ritchie. Despite playing through a season-long shoulder injury, he impressed scouts and was a difference-maker in almost every game he played in the OHL as well as at the World Under-18s. He had shoulder surgery before the 2023 NHL Scouting Combine in May and is out of his sling and projects to be fully healthy when next season starts.  ",NA,NA,C,Oshawa,Colorado Avalanche,"The Avalanche's biggest need last season was a second-line center, and they might have found a player who can develop into that role in Ritchie. Despite playing through a season-long shoulder injury, he impressed scouts and was a difference-maker in almost every game he played in the OHL as well as at the World Under-18s. He had shoulder surgery before the 2023 NHL Scouting Combine in May and is out of his sling and projects to be fully healthy when next season starts."
NHL.com,Easton Cowan,2023,NA,NA,NA,NA,NA,OHL,"Cowan (5-10, 170) had 53 points (20 goals, 33 assists) in 68 games in his first Ontario Hockey League season, and 21 points (nine goals, 12 assists), including two game-winning goals, in 20 OHL playoff games.   NHL.com analysis: Cowan going here probably was the biggest surprise of the first round. But he had a great run during the OHL playoffs and there's some significant raw skill there with his skating, hockey sense and defensive ability. He scratched the surface of his offensive potential as the season went on, and likely will have a larger role moving forward in junior. There's some significant projection there, but the Maple Leafs felt it was a chance they were wiling to take.  ",NA,NA,RW,London,Toronto Maple Leafs,"Cowan going here probably was the biggest surprise of the first round. But he had a great run during the OHL playoffs and there's some significant raw skill there with his skating, hockey sense and defensive ability. He scratched the surface of his offensive potential as the season went on, and likely will have a larger role moving forward in junior. There's some significant projection there, but the Maple Leafs felt it was a chance they were wiling to take."
NHL.com,Theo Lindstein,2023,NA,NA,NA,NA,NA,SWE,"Lindstein (6-foot, 185 pounds) had two points (one goal, one assist) in 10:01 of ice time 32 games in the Swedish Hockey League; it was the most games for an undrafted under-19 defenseman in the SHL. The 18-year-old also had five points (one goal, four assists) to help Sweden win the silver medal at the 2023 IIHF World Under-18 Championship.   NHL.com analysis: The Blues finish a productive night with Lindstein, a smart, skilled left-shot defenseman who could develop into a power-play quarterback at the NHL level. He likely won't be the kind of player who goes end to end with the puck, but he's safe and rarely turns the puck over. The pick also fills a need for young talent at the position; Lindstein is the first defenseman chosen in the first round by the Blues since Jordan Schmaltz at No. 25 in the 2012 NHL Draft.  ",NA,NA,D,Brynas,St. Louis Blues,"The Blues finish a productive night with Lindstein, a smart, skilled left-shot defenseman who could develop into a power-play quarterback at the NHL level. He likely won't be the kind of player who goes end to end with the puck, but he's safe and rarely turns the puck over. The pick also fills a need for young talent at the position; Lindstein is the first defenseman chosen in the first round by the Blues since Jordan Schmaltz at No. 25 in the 2012 NHL Draft."
NHL.com,Bradly Nadeau,2023,NA,NA,NA,NA,NA,BCHL,"Nadeau (5-10, 160) led the British Columbia Hockey League with 113 points (45 goals, 68 assists), 10 game-winning goals and an average of 2.09 points per game, tied teammate Aydar Suniev for the league lead in goals in 54 regular-season games, and was awarded the Vern Dye Memorial Trophy as the league's most valuable player. He tied his brother, Joshua, for the BCHL lead during the playoffs with 35 points (17 goals, 18 assists) in 17 games and won the playoff MVP award after Penticton won the league championship. The 18-year-old is committed to play at the University of Maine next season. Nadeau's play has been compared to Toronto Maple Leafs forward Mitchell Marner.   NHL.com analysis: With their first first-round pick since 2020, the Hurricanes opt for a high-skill forward who was the best player in the BCHL this season. He'll need to get bigger and stronger starting next season in college, but he projects to be a strong two-way forward who should play somewhere in the top-six forward group. The Hurricanes are built to have patience, as their top-six forward group, led by Sebastian Aho, Andrei Svechnikov, Teuvo Teravainen and Jarvis, still are in their primes.  ",NA,NA,LW,Penticton,Carolina Hurricanes,"With their first first-round pick since 2020, the Hurricanes opt for a high-skill forward who was the best player in the BCHL this season. He'll need to get bigger and stronger starting next season in college, but he projects to be a strong two-way forward who should play somewhere in the top-six forward group. The Hurricanes are built to have patience, as their top-six forward group, led by Sebastian Aho, Andrei Svechnikov, Teuvo Teravainen and Jarvis, still are in their primes."
NHL.com,Mikhail Gulyayev,2023,NA,NA,NA,NA,NA,RUS-JR,"Gulyayev (5-10, 172) made his debut in the Kontinental Hockey League this season with one assist and 6:37 of ice time in 13 games. The 18-year-old left-handed shot played most of the season in Russia's junior league, where he had 25 points (two goals, 23 assists) in 22 games.   NHL.com analysis:Gulyayev skates well enough to be a one-man breakout and is positionally strong all over the ice. Other than Sean Behrens, a second-round pick (No. 61) in the 2021 NHL Draft, who is developing at the University of Denver, the Avalanche lack top-end defenseman prospects. Gulyayev has time left on his KHL contract but the reward for that patience could be an outstanding defenseman to complement Cale Makar on the Avalanche's second power-play unit.  ",NA,NA,D,Omsk Jr.,Colorado Avalanche,"Gulyayev skates well enough to be a one-man breakout and is positionally strong all over the ice. Other than Sean Behrens, a second-round pick (No. 61) in the 2021 NHL Draft, who is developing at the University of Denver, the Avalanche lack top-end defenseman prospects. Gulyayev has time left on his KHL contract but the reward for that patience could be an outstanding defenseman to complement Cale Makar on the Avalanche's second power-play unit."
NHL.com,David Edstrom,2023,NA,NA,NA,NA,NA,SWE-JR,"Edstrom (6-3, 185) had 28 points (15 goals, 13 assists) in 28 games in Sweden's junior league, and made his debut in the Swedish Hockey League with four points (two goals, two assists) in 11 games with Frolunda. The 18-year-old also was second for Sweden with five goals in seven games at the 2023 IIHF World Under-18 Championship.   NHL.com analysis:The Golden Knights selected centers in the first round three of the previous four years at the draft, but only Brendan Brisson (2020, No. 29) remains as Vegas traded Zach Dean (2021, No. 30) to the St. Louis Blues as part of the Ivan Barbashev trade and Peyton Krebs (2019, No. 17) to Buffalo Sabres to acquire Jack Eichel. Those moves helped Vegas win the Stanley Cup this season, but left their prospect cupboard bare. Edstrom is a smart playmaker with great size and really stood out at the World Under-18s.  ",NA,NA,C,Frolunda Jr.,Vegas Golden Knights,"The Golden Knights selected centers in the first round three of the previous four years at the draft, but only Brendan Brisson (2020, No. 29) remains as Vegas traded Zach Dean (2021, No. 30) to the St. Louis Blues as part of the Ivan Barbashev trade and Peyton Krebs (2019, No. 17) to Buffalo Sabres to acquire Jack Eichel. Those moves helped Vegas win the Stanley Cup this season, but left their prospect cupboard bare. Edstrom is a smart playmaker with great size and really stood out at the World Under-18s."
NHL.com,Macklin Celebrini,2024,NA,NA,NA,NA,NA,NCAA,"Celebrini was third in the NCAA with 64 points (32 goals, 32 assists) in 38 games as a freshman at Boston University and won the Hobey Baker Award as the top men's player in NCAA ice hockey, becoming the youngest player to win the award and the fourth from Boston University, joining Jack Eichel (2015), Matt Gilroy (2009) and Chris Drury (1998). Celebrini, the youngest player in NCAA hockey this season, didn't turn 18 until June 13 but was named rookie of the year and player of the year in Hockey East, becoming the fourth player to win both awards in the same season, joining Eichel (2015), Paul Kariya (1993) and Brian Leetch (1987). Born in North Vancouver, British Columbia, Celebrini opted to advance his development playing Tier 1 AAA hockey for the San Jose Junior Sharks, prep school hockey at Shattuck-St. Mary's in Minnesota and with Chicago of the United States Hockey League before joining BU this season. He'll determine whether or not he'll return to college after the draft. ""He competes with himself, competes with others, but that's just how he is,"" BU coach Jay Pandolfo said. ""I think that's what makes him a special player, but I think that's going to serve him very well in the National Hockey League.""",NA,NA,C,Boston University,San Jose Sharks,"The Sharks finally make official what's been assumed since the draft lottery with the selection of Celebrini. His skill set and work ethic has been compared to former Chicago Blackhawks captain Jonathan Toews and Pittsburgh Penguins captain Sidney Crosby. If Celebrini signs and joins the Sharks this season, he'll join Will Smith, the No. 4 pick of the 2023 NHL Draft, to form the foundation of what the Sharks hope will be a return to contention for the Stanley Cup Playoffs."
NHL.com,Artyom Levshunov,2024,NA,NA,NA,NA,NA,NCAA,"The right-handed shot (6-2, 205) was named Big 10 Defensive Player of the Year and Freshman of the Year, and earned spots on the All-Big 10 First Team and All-Freshman Team. The 18-year-old, the third-youngest player in men's college hockey, ranked second among NCAA freshmen defensemen and tied for ninth among all defensemen with 35 points (nine goals, 26 assists) in 38 games. He led the Big 10 with a plus-27 rating while playing on the top defense pair all season. Levshunov looks to become the third player and first defenseman from Michigan State to be selected among the top three picks after forward Joe Murphy went No. 1 to the Detroit Red Wings in the 1986 NHL Draft, and forward Craig Simpson went No. 2 to the Pittsburgh Penguins in the 1985 NHL Draft. ""He's a player who can be defensive and also bring offense and I think that's why he brings so much value,"" Michigan State coach Adam Nightingale said. ""He's very gifted offensively. He's very good on the power play, he's got deception, he can shoot through screens and put it on guys' tape. But he really values defending. He wants to play in the NHL and wants to play meaningful minutes, and to play meaningful minutes you got to do it on both sides of the puck.""",NA,NA,D,Michigan State,Chicago Blackhawks,"The Blackhawks got their building block at forward at the 2023 NHL Draft with Calder Trophy winner Connor Bedard, and this year shift the focus to building their defense with Levshunov. He has NHL-ready size, and has said he'll wait until after the draft to decide if he wants to play another season of NCAA hockey or jump to the NHL. Either way, Levshunov projects to be a top-pair defenseman and be the lynchpin of a young group that saw Kevin Korchinski and Alex Vlasic make big strides last season, and 2022 first-round pick Sam Rinzel (No. 25) is close to being pro-ready."
NHL.com,Beckett Sennecke,2024,NA,NA,NA,NA,NA,OHL,"The 18-year-old has good size (6-3, 182), strength and skills, and those combined with his hockey sense help him consistently generate quality scoring opportunities. Sennecke had 68 points (27 goals, 41 assists), scored seven power-play goals and led the Generals with seven game-winning goals in 63 regular-season games. During the Ontario Hockey League playoffs he tied for fourth with 10 goals in 16 games. Sennecke is an all-around 200-foot player with a positive work ethic at both ends of the ice.",NA,NA,RW,Oshawa,Anaheim Ducks,"The Ducks make the first surprise pick of the draft, but Sennecke projects to be a top-six wing who can provide a great running mate to one of their emerging young centers, Mason McTavish, Leo Carlsson or Trevor Zegras. Sennecke is a strong skater and knows how to pull pucks out of traffic and make plays in tight, and he's got a great shot. It will take time for him to fill out his frame, but with another season or two of development should have him join the Ducks' flock of other top-end prospects they've accumulated the past few seasons."
NHL.com,Cayden Lindstrom,2024,NA,NA,NA,NA,NA,WHL,"Lindstrom (6-3, 213) is a powerhouse who remained a top forward option for the draft despite missing the final 36 regular-season games because of injuries to his back and hand. The 18-year-old had 46 points (27 goals, 19 assists) in 32 games prior to leaving the lineup Dec. 16. After recovering from surgery for a back injury, he returned March 29 and had two points (one goal, one assist) and 17 shots on goal in four Western Hockey League playoff games. ""Lindstrom is an elite NHL prospect that any NHL club would covet, and the NHL projection does not change due to the fact that he has missed time due to injuries that were not deemed to impair his future career,"" Central Scouting director Dan Marr said. ""Central Scouting chose to rank him in the same position because he remains one of the best prospects in this class and we haven't filed any reports to displace him.""",NA,NA,C,Medicine Hat,Columbus Blue Jackets,"The Blue Jackets clearly are confident the back issue that sidelined Lindstrom for the entire second half of Medicine Hat's season is behind him. Lindstrom did his rehabilitation work with an NHL team doctor, and all 32 teams have been updated on his condition. Lindstrom is a goal-scorer with great speed helped by his track background, and an impressive nasty streak. A 1-2 center punch of Lindstrom and Adam Fantilli gives the Blue Jackets a strong foundation as they try to climb back into Stanley Cup Playoff contention."
NHL.com,Ivan Demidov,2024,NA,NA,NA,NA,NA,RUS-JR,"Demidov is a tremendous skater and excellent puck-handler capable of playing right wing, left wing and center. The left-handed shot (6-0, 192) led St. Petersburg's team in the MHL, Russia's junior league, with 60 points (23 goals, 37 assists), and had six game-winning goals and 144 shots on goal in 30 games. The 18-year-old averaged 18:06 of ice time and 4.8 shots on goal per game during the regular season, and had 28 points (11 goals, 17 assists) and averaged 17:37 of ice time with 4.5 shots on goal in 17 MHL playoff games. Demidov also played four games with SKA St. Petersburg in the Kontinental Hockey League but did not have a point. ""I think he's a better player than [Matvei] Michkov (Philadelphia Flyers, 2023 NHL Draft, No. 7),"" TSN director of scouting and NHL analyst Craig Button said. ""He's [Nikita] Kucherov to me. He can pass, he can shoot. He's brilliant. Like Kucherov, they [both] step out onto the ice and they're immediately dangerous. The puck ends up on their stick and it's like, buckle up, pay attention, you're going for a ride.""",NA,NA,RW,SKA St. Petersburg Jr.,Montreal Canadiens,"Some scouts believe Demidov is the second-most talented player in this year's draft after Celebrini. He dominated Russia's junior league, and likely will spend at least one more season developing in the Kontinental Hockey League next season. But his dynamic skill set and skating has the chance to bring the kind of wow factor the Canadiens have not had in a long time."
NHL.com,Tij Iginla,2024,NA,NA,NA,NA,NA,WHL,"Iginla (6-0, 191), who turns 18 on Aug. 4, has taken many lessons from his father, Hockey Hall of Fame forward Jarome Iginla, on and off the ice. Combined with his skill and the competitive verve that was so prevalent in his dad, Tij led the Rockets this season with 47 goals and was second with 84 points and 11 power-play goals in 64 games. The left-handed shot, who led Kelowna in the Western Hockey League playoffs with nine goals and tied for the lead with 15 points in 11 games, is recognized as a goal-scorer with a big shot and good hands around the net. His competitiveness and hockey sense also are big attributes of his game.",NA,NA,C,Kelowna,Utah Hockey Club,"The first pick for Utah is a forward with an elite shot and the kind of hockey IQ that comes from growing up in the same home as a Hockey Hall of Famer. Iginla excelled playing center and the wing with Kelowna this season but expects to move back to center full-time next season. Iginla should be a fantastic addition to the emerging core in Utah led by Clayton Keller, Dylan Guenther and Logan Cooley."
NHL.com,Carter Yakemchuk,2024,NA,NA,NA,NA,NA,WHL,"The right-handed shot (6-3, 202) led Western Hockey League defensemen with 30 goals and was fifth with 71 points in 66 regular-season games. Yakemchuk set a Calgary record for most goals in a season by a defenseman and is one of three WHL defensemen in the past 10 seasons to score 30 goals, along with Olen Zellweger (32, 2022-23) and Connor Hobbs (31, 2016-17). Yakemchuk also had 31 power-play points (10 goals, 21 assists) and three game-winning goals. The 18-year-old was the first NHL draft-eligible WHL defenseman to score 30 in a season since Ian White with Swift Current in 2001-02.",NA,NA,D,Calgary,Ottawa Senators,"The Senators find a defenseman to build around with Yakemchuk, their first pick in the first round since 2021. Yakemchuk had a fantastic offensive season with 30 goals, and said his offseason focus will be getting stronger to improve his skating and defensive-zone efficiency. When he fills out physically, he profiles as a top-end offensive presence at 5-on-5 who can lead a power play."
